Perenniality,Woodiness,Genome_size,Pollination_wind,Pollination_insect,Pollination_self,Drought_tolerance,Salinity_tolerance,Disease_resistance,hybridization_success
0,0,2.597340988431067,0,1,0,0.7136602831121538,0.26496706155544303,0.2713813950795846,0
0,1,3.117455602289084,1,1,1,0.8736780345607488,0.44863259161773417,0.8551094219974401,1
1,0,4.1544370193172915,0,1,1,0.12680179912676004,0.5376921285909715,0.3464692870786672,1
1,0,4.513533258764172,0,1,1,0.8665956885955035,0.6636247207672996,0.9730453495141611,0
0,0,12.90862480977593,0,1,1,0.5935752544142979,0.7839718505055895,0.9797343347738597,0
1,1,8.85711903595535,1,0,0,0.12711049086702397,0.39480728287825606,0.2682760204535567,1
0,0,8.32747275924113,0,0,0,0.427541855359712,0.646046944096596,0.04097822224989045,1
1,0,2.6067642061690446,0,1,0,0.1608602934850979,0.15061095306851913,0.7050632842053791,1
0,1,13.04195570689209,1,0,0,0.7003478888665695,0.9326481005424786,0.4509865026483437,1
1,0,11.119400244918772,1,0,0,0.7588681344179496,0.38305880642100354,0.10075284395957629,0
0,0,1.9473570666000222,0,0,0,0.10579652027279896,0.7295214219764384,0.7075228189780428,1
1,0,10.909691361216762,0,1,0,0.5061398526946443,0.020341081882177647,0.031174909111921223,1
1,1,8.609535042797045,0,1,0,0.8146250560259172,0.205187142904807,0.8701966904922421,1
0,0,2.1441548404548953,0,0,0,0.9361630415509965,0.487082544323578,0.13865252911330372,1
1,1,7.416208981401191,0,1,0,0.51351786674177,0.8782524677323466,0.127311878746725,0
1,0,7.785748019820658,0,1,1,0.950279223611407,0.5272551499506771,0.17567229796858452,1
1,1,3.3208435622858605,0,1,0,0.5356889704560298,0.929870482293879,0.9602663584920665,1
1,1,14.239774058003952,0,1,0,0.39419049459990796,0.48379689658279634,0.693169360253846,0
1,1,12.899655200729267,1,1,0,0.8482031285528955,0.49044909673594994,0.8013715354636367,0
1,0,10.366312722607516,1,0,0,0.49298271045808906,0.11974678850053189,0.397634985732753,1
0,1,7.472137854008501,1,1,0,0.47190251056452304,0.8026562441522198,0.33631272750495556,1
0,0,6.764717582183119,0,0,0,0.4903124894098283,0.2469654124670625,0.23448400678316994,0
0,0,10.113628540113359,0,1,0,0.8467850018697454,0.8996124893723151,0.48064802831240894,0
0,0,8.636046171696677,1,1,0,0.8319415416880521,0.9108242203303961,0.5518287335341685,0
0,1,1.8718234823463986,0,0,1,0.4035199924402112,0.9433101118741497,0.6317748436527554,1
0,1,8.175037082784645,0,0,1,0.333299859870525,0.52023048910309,0.2571185039986945,1
1,1,12.289650641259753,0,1,0,0.4919280240391293,0.6770937847836443,0.9486540809029906,0
0,0,7.429358286357413,1,0,0,0.572772509737109,0.7785158800616635,0.16975849820713584,1
0,0,1.7273920857597578,1,1,1,0.23833721062799695,0.1310146186504656,0.9656531747664123,1
1,1,12.007894791376463,0,0,0,0.7939550847155906,0.6009571949974972,0.014856122507503788,1
0,0,3.8190929499036415,0,0,0,0.4864827657324229,0.03429790130331167,0.4811256918168456,0
1,0,4.620691688432543,1,1,0,0.3340455484199596,0.4975660833887259,0.3333678381165628,1
0,0,3.3058889480521425,0,1,1,0.10682099296399061,0.1548426816202274,0.4491234139302508,0
1,0,5.623010908200966,1,1,0,0.23884516040360693,0.1829229259620847,0.570664578980789,1
1,0,11.59452107964089,1,0,0,0.9492811717559837,0.3650475666926015,0.43558915801270903,1
0,0,8.271402033055123,1,1,1,0.3050996868195266,0.432437166716503,0.41484685030159496,1
0,0,3.8683378381099756,0,1,0,0.16885928936703531,0.6231724245321872,0.7327234154133065,1
1,0,13.289621094128572,0,1,0,0.4606727916549932,0.07442841843851566,0.6858762750864646,1
1,1,13.314145969321409,0,1,1,0.3070877433602487,0.5036917612374446,0.8332712820358479,1
1,0,13.188097950644096,1,1,0,0.035159250271194153,0.18262513025310112,0.24995898123949556,0
1,0,4.34314695934155,1,0,0,0.32314521727941725,0.5739751750317419,0.6095285097540636,1
0,0,7.317350818533834,0,0,0,0.5441086239394686,0.6374046122611835,0.5851947853928539,1
0,0,14.78985518597225,0,1,0,0.5517123720199669,0.5567092565528539,0.36973781087268875,1
0,1,11.808174668339865,1,0,0,0.3565589211768887,0.7382955104783077,0.4860575419026809,1
1,1,1.3803438971578375,1,1,0,0.44730275625260063,0.3356092442409013,0.31378214330572873,1
1,0,1.9128642776468887,1,0,0,0.9655179182347664,0.7651065916331309,0.1418443976169852,1
0,0,7.495039275372658,0,1,1,0.3773484772303116,0.43276708170819367,0.21380121066273283,0
0,1,13.729082882061842,0,1,0,0.258226813259983,0.4841844983225968,0.10551364640120109,1
0,1,8.541825171338,1,0,0,0.24346704406676012,0.6481021272610714,0.6830695751901241,1
0,0,7.969375112480063,1,0,0,0.45776461270413416,0.01835838399922396,0.6607273931091515,0
1,0,2.476631799392828,0,0,1,0.7595201487169441,0.6539942214202483,0.9506063715798728,1
1,0,10.194921466140116,0,1,0,0.2059881841884732,0.6185851490721154,0.7296784136472413,1
1,1,12.509444248403156,0,1,0,0.7092961271407681,0.3098471167532799,0.052045838756131446,0
1,0,6.325880105105872,0,0,0,0.021149823349416286,0.08579428489948948,0.8842451739289542,1
0,1,11.858565912954585,0,1,0,0.418932977983946,0.09093544991304114,0.8626751629457258,1
1,0,14.502673154611362,1,0,0,0.7758650652027869,0.9232237469852286,0.4433203207726987,0
1,0,3.8527304277876473,0,0,1,0.3387329557744314,0.6892793212258371,0.5858630505279215,1
1,0,8.326614836726378,1,1,0,0.5637371014453995,0.1271026137707404,0.9760783324725189,1
1,0,5.019931413184057,0,0,0,0.2049792328259108,0.35672316930890635,0.5323043638481663,1
1,0,12.099961866473752,1,0,0,0.7419953911261723,0.5924829939015964,0.9053218283760898,1
1,0,9.086307122336205,1,0,1,0.05227910326875962,0.8355717050906487,0.08303875781018644,1
1,0,9.884153845704253,0,0,0,0.8525426448755004,0.04366092871300853,0.19105186870868285,1
0,1,12.170798234622517,0,0,0,0.19819638642166815,0.23663313147000886,0.4407549434413178,1
0,0,6.543586617274368,0,0,0,0.8743980317083307,0.88974899029538,0.5847568083373047,1
0,0,13.811260957698606,0,1,0,0.3525292413005173,0.009165550183816484,0.8162278518628002,1
1,1,8.462404141445958,1,0,0,0.7226835744744866,0.2013991027938874,0.9882621151431868,1
0,1,3.211367519694872,1,1,0,0.31922529778618847,0.959024175972966,0.38885149647411643,1
1,1,10.742587654363234,0,0,0,0.9059116712346476,0.6134018465221711,0.04741563614008493,1
1,1,12.105658906135561,0,0,0,0.12663712551837436,0.26167136663750645,0.8011715032953248,0
0,0,5.434663478945374,0,1,0,0.1785197892725987,0.0669910943958476,0.6043807190828081,0
1,0,13.000509597982541,1,1,0,0.4930301251588023,0.028191340447222157,0.19854285886820167,1
1,1,13.68600556672073,0,0,0,0.08193843903814613,0.24474507963692727,0.49482845662142017,0
0,0,4.876662823289325,0,1,1,0.19598018470176193,0.8814858195889105,0.7423102455337244,0
0,0,14.769300618013109,1,1,1,0.9437663822120144,0.4159136542975095,0.7704117870686438,1
0,1,2.9699613926826176,1,1,1,0.9764896611478872,0.720333369165993,0.499618411998762,1
0,0,3.8282193576348593,0,1,1,0.37625932933042194,0.9182850353799578,0.30521453012885913,1
1,0,3.579147749332366,1,0,0,0.9232860210139356,0.4080404616028166,0.9737425820384935,1
1,0,13.515855940110185,0,0,1,0.5448246756734317,0.19127737103739706,0.6633626109564928,1
1,0,10.160095732549467,0,1,0,0.26974246587376705,0.5171179308569195,0.4082375193462987,0
1,0,3.1294599651118205,1,0,0,0.7023987210805986,0.9080836870598544,0.2804632242046524,1
1,0,7.164527857156886,1,1,0,0.6589018065748572,0.8043744141377006,0.7311029830035621,1
0,1,9.614172350977228,0,0,0,0.9891253191087334,0.06582984336315378,0.2421834455937677,1
1,0,2.168497189851366,0,0,1,0.2650472874092833,0.6925728000775818,0.17170998897368817,0
1,0,13.353829157702743,0,1,0,0.6720595026617354,0.5718975224589538,0.5298338889620703,1
1,1,12.250449496181492,0,0,0,0.052023755029446894,0.9074631763464255,0.28998739264414186,1
1,1,8.072894830072936,0,1,1,0.11364603869671941,0.12248141685029723,0.628905144923615,1
0,1,14.539772613628386,0,1,0,0.003918374951093262,0.5340361132046566,0.11793867487423348,1
0,1,6.848653709851396,0,1,0,0.9994606810596731,0.8794626935118923,0.6549411045673216,1
0,0,14.77754446651097,1,1,1,0.8022736971474778,0.410023786741743,0.2832965279977022,1
1,0,10.35087998325078,1,1,0,0.7867230147335408,0.48199491773286707,0.00024293443451273156,1
1,0,9.88539782555518,1,1,0,0.5097260752881797,0.0704606776669583,0.12693605767417637,1
1,0,3.32336853414099,0,1,0,0.30006708290543993,0.2781436404489108,0.9336153778350941,1
0,0,13.346988616265016,1,0,0,0.15126428446267592,0.32450664916894734,0.8673546391153578,1
1,0,6.984855630888612,1,0,1,0.28467473884646366,0.9451224487448869,0.23360903203623684,1
1,1,3.271267680954711,1,0,0,0.3759712219291391,0.28266736054115904,0.7783719045454912,1
0,0,1.1765052796606266,1,0,0,0.756310096980294,0.460868735269652,0.6085715931739742,1
0,0,8.836579570937356,1,1,0,0.5396617889031524,0.6713044235642798,0.9709047114498695,1
0,0,8.383594709717467,0,1,0,0.07748362655548269,0.1621833724078774,0.3736056595340591,0
1,0,11.07095071316822,0,1,1,0.01802900895891224,0.4864423871418745,0.6814606125171713,1
0,0,13.46361274224923,1,0,0,0.10233217953406315,0.7385390394759076,0.06353572242391858,1
1,1,2.111692185002413,1,1,0,0.41049871369737934,0.866855213027066,0.39624734681640594,1
1,0,11.240950864765074,1,0,0,0.9331929170490183,0.6262592746624267,0.9638176611881805,1
0,0,3.623767217366151,0,1,0,0.6374024812092216,0.6690535153169479,0.5389808744501206,1
1,0,13.014478744200296,0,1,1,0.8018258998755151,0.12628347258456896,0.2878795033348446,1
1,1,12.466889194063185,0,0,0,0.46637459450454855,0.9457764972463472,0.12027096312860686,0
0,0,8.571112569797622,1,0,0,0.3616660831950428,0.13257407748448236,0.7035283401815304,0
1,0,10.943399180726361,0,0,0,0.10840037271662273,0.7746729371817983,0.6448560434297268,0
0,0,5.400901584572478,0,1,1,0.875933022186205,0.2648163217783188,0.3739387136037746,1
0,0,7.596350585059405,0,1,0,0.7831600290279028,0.9335931437012516,0.9509413518658343,1
0,1,12.502916567946603,0,1,1,0.1681180975977251,0.7199595393694795,0.022202812987850318,1
1,1,7.429712760424994,1,0,0,0.5122605638762605,0.753813712978369,0.3037238516318258,1
1,0,6.009175714556185,1,0,1,0.4873748079212449,0.21905917305988332,0.9210694862995814,1
0,1,7.918974261504198,1,1,0,0.6250915526865286,0.4430399766351608,0.3209354383194404,1
0,1,12.595489534121057,0,1,0,0.9461868939912612,0.6178131945892864,0.2522528338551704,0
1,1,5.692912663192218,1,0,0,0.5797714417624796,0.7699736182066009,0.5342204099312473,1
0,1,3.432662303900413,0,0,0,0.5402172667786186,0.10395937591238957,0.8238017499205379,1
0,0,10.968196284630931,1,1,1,0.050322932934663944,0.9623653164545284,0.10314676087836105,0
1,0,12.563694977913146,0,0,1,0.06290747601802393,0.890220670554556,0.9430207096457361,1
1,0,2.4089246993294666,0,0,0,0.1873467913267889,0.27034859049558435,0.795072881181164,1
0,1,4.358237578583227,1,0,0,0.03247077169174828,0.822760243032332,0.18125025555155194,1
1,0,2.9876078566539146,1,1,0,0.7433528955700124,0.5183239230398234,0.7120079611981627,0
1,1,5.871179762150333,0,1,1,0.7233303039939631,0.46180648156201864,0.38495872263755715,1
0,1,7.304913704675777,1,1,0,0.13605623443164294,0.3144341058114054,0.4022946780763187,1
1,0,11.48356871748629,0,1,0,0.8360789007952809,0.5809685866315925,0.7832900924388664,1
0,1,10.116066188343439,0,1,0,0.15478603484611198,0.7298891177035978,0.9627848079807322,1
1,0,9.692999944698036,0,0,0,0.3011755869973588,0.41093290496275825,0.12665587284719393,1
1,0,5.933249252535162,0,1,0,0.248976899161365,0.6292191930082921,0.4206302368788194,1
1,1,12.78026574318664,0,0,0,0.3723070985730478,0.6993129211553037,0.48094160808430353,1
0,0,7.598020343574304,0,1,0,0.25466376588996187,0.7111218170152859,0.3763118169549976,1
1,1,14.707469132212163,0,0,1,0.48895092643845206,0.05196609813118025,0.363189123716225,1
0,1,9.877989936140317,1,0,0,0.4074078813546854,0.8597478056850669,0.05226866756159654,1
0,0,2.7677063819030385,0,0,0,0.9865694907793265,0.45825331476504794,0.6855386205626233,0
0,0,10.466485869056076,1,0,0,0.055926350128225666,0.26241608169621444,0.4362144171200454,0
1,0,5.5514562160437855,0,0,1,0.14218137638735162,0.2417645074796816,0.19479380264392676,0
1,0,10.608580753605365,1,0,0,0.052825893908602484,0.48301411284395046,0.8160335023020684,1
0,1,1.9749760742736804,0,1,0,0.6258411949823758,0.8868315394689592,0.8025607481516279,1
1,0,3.448340120463431,0,0,0,0.05450927741371958,0.3783475816826469,0.4863916280888938,1
0,0,12.98032162468101,0,1,0,0.8364397373761233,0.7497257467835433,0.29845066114776053,0
1,0,4.180513798329208,0,1,0,0.5119386306819278,0.0968187309872186,0.6380927257964524,1
0,0,12.718575753401161,0,1,1,0.5270076245815337,0.4760567021510618,0.28815213577740306,0
1,1,4.909865238361746,1,1,1,0.5615945077121942,0.9916861403927356,0.23600793032371203,1
0,0,10.000346740821907,1,1,0,0.17081370630621073,0.770437802792337,0.7305146540263266,1
1,1,10.718108029137634,1,0,0,0.19769030311448754,0.210528488440613,0.0403252397209507,0
0,0,8.17716654403074,1,0,1,0.3188173228730047,0.5014414736979107,0.09476847103459396,0
0,1,5.2743494737542385,0,0,0,0.5934964158218514,0.23362476364856655,0.006788174023589777,0
0,0,3.9770212691953457,0,1,1,0.21011777594021452,0.40956092726250926,0.15294318647542615,1
1,0,1.464650963873967,0,1,0,0.11633172713326123,0.7800840237349648,0.06899000871045946,1
1,1,5.255249617370133,0,0,1,0.9701168864184322,0.7712248152904037,0.9958023677799186,1
0,0,10.144279067437962,0,0,1,0.021981814809622913,0.22810037790238513,0.2888099699540896,1
1,1,14.136267458278757,0,1,1,0.8026974053360216,0.9222233181548601,0.14926801266924727,1
1,0,13.196862751682728,0,0,0,0.7880351495750221,0.5925681827648268,0.24099625799591795,1
1,0,11.724906871494236,0,1,0,0.297214113845096,0.3799242909620145,0.9361255715401346,1
1,0,12.038262805546182,1,1,1,0.1356266160073134,0.5019355807808606,0.5201602230243957,1
0,1,10.309788648663934,1,1,0,0.14562864670542341,0.6050712534377437,0.3648180963078569,1
0,0,4.644016005924042,0,1,0,0.6974316172371925,0.5598905318457854,0.8733914579092193,1
1,0,13.700730429881618,1,1,1,0.6428065910861737,0.4864050355361782,0.39499027054903246,1
1,0,10.390252366681677,1,0,1,0.7827456742513867,0.5049328040894001,0.3350085699576958,1
1,0,8.846168833726159,0,1,1,0.9374811723991047,0.17641191042788618,0.20728252254973556,1
0,0,2.5538525689887352,0,1,0,0.691927363266592,0.8127329043046794,0.3777968239094115,1
0,1,7.258777613289956,0,0,1,0.15585153655144346,0.5417603199410154,0.316684356016926,1
1,1,7.445015796826969,1,0,1,0.24344261676541068,0.1310798617047031,0.677303959298141,1
1,1,13.10389053331738,1,0,0,0.8421937308731146,0.7661571015827779,0.2895827046707271,1
1,1,8.653075082629039,0,0,0,0.20930607583420857,0.9324439783773508,0.5771997464225614,1
1,0,6.3256076855857355,0,1,0,0.07252231695448141,0.9473068992369621,0.0658921650319727,0
1,1,14.67520459914923,0,1,0,0.7032800540422505,0.36901773241117275,0.19128915669651436,1
0,0,2.5500883065684192,0,0,1,0.40252635549014204,0.13551687356075404,0.40740527161134876,1
0,0,6.915677996367225,0,0,0,0.9200400525459036,0.5183996266330652,0.9369492539086954,1
1,0,1.588345452399674,1,1,1,0.6502550710936615,0.11260922934922069,0.3772519857156954,0
1,0,11.358657690737026,1,0,1,0.09041897779166075,0.9339874185126172,0.6640741211998341,1
0,1,13.853071730788109,1,0,0,0.9478565672536607,0.183579627355146,0.25508722242139814,1
0,0,4.9205226137068525,1,1,1,0.2585572636402459,0.2527658599511641,0.12703357597323173,1
1,0,13.016783475187692,1,1,0,0.33721249040628576,0.40663652688497043,0.05853660008005013,1
0,0,5.091055226466569,0,0,1,0.40226041368354204,0.3831644685591258,0.30541349854275135,1
0,1,13.750782263014813,1,0,0,0.05122429640431325,0.794662892397889,0.15766102679690797,1
1,0,11.555466650354976,0,0,1,0.49651542223060485,0.45631682055096234,0.1740104480161242,0
1,0,12.268694875780142,1,1,0,0.12331849107529225,0.1707682600033369,0.76075930838695,0
1,0,1.252091778406363,0,1,0,0.40097032668835175,0.2672098954860741,0.015838070944874216,0
0,1,14.479344999036364,1,0,1,0.3507097879920843,0.509113385187522,0.5578101257354344,1
1,0,11.173393888984526,0,1,0,0.7728400834265033,0.1474539174261349,0.3794613805934648,1
0,0,5.266515335405867,0,1,0,0.8031705116327311,0.6116556756460141,0.5065499999085472,0
0,0,12.611525308023857,0,0,0,0.153412882389088,0.5657473065511459,0.5628302372146029,1
1,0,4.941296777809019,0,0,1,0.3665511873792262,0.7147023163822577,0.3133676944572782,0
1,0,13.218553753925791,1,1,0,0.3733531610318317,0.9377046153793677,0.2951088601842853,1
1,0,2.5761254657671184,1,0,0,0.15141044393608505,0.9122545611011557,0.7334018493349057,0
1,1,10.85160368445114,0,0,0,0.7984535050511905,0.9460756180688313,0.8712769881211572,1
1,0,8.569778673028745,0,1,0,0.7072283283354233,0.24471559702370094,0.19258163245852788,1
0,0,2.351482582736171,0,1,0,0.19038178629703473,0.13156530663935462,0.09761876053514895,1
0,1,4.386513595623746,0,1,0,0.36672190859379905,0.3022767004964485,0.8977958063920259,1
0,0,1.173656507882407,0,1,0,0.10580502485651422,0.8950851727663146,0.34989546364739865,1
0,0,7.562751516503082,1,1,0,0.6282065970930439,0.9720534746234882,0.5513173906628142,1
1,0,5.217713650640006,0,0,0,0.12137192454861967,0.859324951070476,0.35954314452000347,1
0,0,9.377004780168622,0,1,1,0.9859341686249178,0.1100177211275436,0.1258023363460513,1
1,1,5.16132930792064,0,0,0,0.7806820746878623,0.9474279980597932,0.589331644947728,1
1,0,5.198867561097786,0,0,0,0.39023854958399506,0.423358027350786,0.5251408517696297,1
1,1,11.404704782242447,0,1,0,0.5785639322793544,0.009310290762353679,0.20299355919119721,1
1,0,1.6739997036969483,1,1,0,0.9113418162164088,0.4423937407481936,0.45186904465227784,1
1,0,13.640529932687821,0,0,1,0.5540992803958261,0.04606916967546759,0.7969475040156458,1
1,0,12.93169424147654,0,1,0,0.17449848639795518,0.5438779211611176,0.5904261031078913,1
0,0,10.349265565169691,0,0,0,0.3787033555811593,0.3385540274370513,0.09691732706699485,1
1,0,9.30510198150338,0,0,0,0.8431448650297454,0.47343493359404876,0.5480214972291351,1
0,1,13.492234973955131,0,0,0,0.6442130159896179,0.613170360743117,0.7027382992895869,0
0,0,3.594622513402002,1,1,0,0.6507243843338003,0.8688010958178203,0.7927034057807514,0
1,1,2.1055682706716006,1,1,0,0.8668214856884892,0.6619015764719286,0.6291175786342668,1
0,0,4.3531423787335335,0,0,0,0.8939730574625047,0.4340488684781807,0.15265816454078374,1
1,1,12.124095901802663,0,1,1,0.9197925717794363,0.8194278536703651,0.7101732665901607,1
1,1,1.4853837341707665,0,0,0,0.0948491932531561,0.9055821375731322,0.6773418460815164,1
1,1,9.159295691168854,0,1,0,0.5441260019631009,0.11975996643219722,0.02442688294063322,0
0,1,14.936125226678339,1,0,1,0.7405095212183186,0.5319329775527915,0.41174766759024317,0
0,1,12.979745313725552,1,0,1,0.7569268451270138,0.28451195974244414,0.3329502469623733,0
1,0,8.300239646610253,0,1,0,0.6067162019700039,0.0470611978769474,0.6694120642536434,0
1,0,1.8909727300129928,0,0,1,0.16678733518367417,0.6685466951139853,0.21613581231092072,0
1,0,12.639229201399937,0,0,1,0.7974205539416643,0.8627707774592256,0.5908719229742585,1
1,1,9.385699114480948,1,1,0,0.7201113335149457,0.16290265447739405,0.9132059618141724,1
1,0,2.6090619588339354,1,1,0,0.08613577154903629,0.8124136576239005,0.7978023722086077,1
0,1,2.3140019875269866,0,0,0,0.46380982467437626,0.8533957335369416,0.9214577362165304,0
0,0,13.734775472112293,0,0,1,0.17397739952180358,0.9143404426664835,0.97850596693269,1
1,0,10.368803681133098,1,0,0,0.3374770457129719,0.2652850890860524,0.010670127006162766,0
0,0,12.610015190434577,0,1,0,0.018081092205685434,0.9039530651898893,0.6227412763774776,0
0,0,13.305704603951742,0,0,1,0.40032986841075824,0.32066275473643224,0.41283939775890643,1
1,0,9.004812928676511,0,1,0,0.5498769211562105,0.5523380134555028,0.8598544903351217,1
1,0,8.244248924570577,1,1,0,0.6195825928270868,0.05050747083228213,0.2518147020091317,1
1,0,7.025983744493862,0,0,0,0.6634903451287101,0.043881088368743604,0.9810294891150761,1
1,0,5.4372522290756695,0,0,0,0.83629131310246,0.7203732127322029,0.6137079695437473,1
0,0,7.084343452021965,1,0,1,0.21546290727573003,0.44447997797779104,0.793537402228831,0
1,0,11.83431518022219,0,0,0,0.12048182243846794,0.25629237536921756,0.08559955282276832,1
1,1,9.426928034211842,0,1,1,0.8515371718979257,0.1904134960249102,0.18345788475886504,1
0,0,13.495326059367844,0,0,0,0.1566128148926499,0.6699534908592181,0.7584036730342032,1
1,0,7.207320201308628,0,0,0,0.9747600813361953,0.00040154402533987277,0.02198652203932361,1
1,0,9.499254102062556,1,1,1,0.842538229398637,0.8058911691968542,0.8168779858937828,1
1,0,9.838305743287842,0,0,0,0.5008766058895991,0.07924960612992882,0.013949018691911452,1
1,0,9.283760272288557,0,1,0,0.9814214249220252,0.19148961490811944,0.6571188390612733,1
1,0,10.836872823197229,0,0,0,0.09737672910800421,0.3862363952990896,0.36509392023180587,1
0,0,4.324068557247288,1,1,1,0.30306576117510164,0.4848587397161036,0.6114948527191991,0
0,0,8.173092885641069,1,1,0,0.6382244150406114,0.35499511581394183,0.6960314069891137,0
1,0,2.4591472393168674,0,1,0,0.35000686847317874,0.3207121649842939,0.3424752191863042,1
1,1,6.383158587027376,0,1,0,0.9283725519807918,0.9639160120731884,0.10796244811083555,0
1,1,7.827338960697702,1,0,0,0.06562608817781757,0.6415796812433943,0.06964586774826564,0
1,0,10.131139633636614,0,0,1,0.5494118320609646,0.02343295536738821,0.5889360225625478,1
1,0,14.307434736206849,1,1,0,0.5908662673951145,0.4301759084443132,0.5206553537341115,1
1,0,9.409114931676982,1,1,0,0.6527281237772241,0.8750086997439702,0.7422010091211325,1
1,0,11.410314826471836,1,0,0,0.25566622333181444,0.30145618641066796,0.5097355100039371,1
1,1,8.087724832932839,0,0,0,0.36456642751986446,0.09455634477438823,0.4224457900308791,0
1,0,9.877456439268638,0,0,1,0.8436805296649776,0.7583847715899178,0.39808717823623085,1
1,0,1.993051025872828,1,0,0,0.19494276897015983,0.6060138319360813,0.026446902597667465,1
1,0,4.561482131785858,0,0,1,0.826867847173362,0.5703125078265039,0.33555720169665715,1
0,1,6.065943304871942,0,1,0,0.5626554229027424,0.053576559607407925,0.9760201575244942,0
0,0,7.61490697009119,1,0,0,0.7621875111940821,0.14049900979551733,0.8735555762270888,1
0,0,1.6390824370333723,1,0,1,0.7136073662634715,0.6225493962131138,0.3293780670342177,0
1,0,2.9603373657464473,0,1,0,0.207511495384879,0.2078238414588358,0.5877954050663722,1
0,0,4.875400309078281,0,1,1,0.5688127364338729,0.5040700797484243,0.847296745535494,1
1,0,14.601457672614709,0,1,1,0.8677231528050924,0.5448816860293935,0.44127433675006866,1
1,0,5.638858099442711,1,1,0,0.43211623680192934,0.2835071902709394,0.01795786375015096,0
0,0,7.748574813569156,1,0,0,0.9665907702233167,0.9484251555414929,0.07451046181864007,1
1,0,3.745367978337501,0,1,1,0.45221510010171806,0.8424641068355752,0.5103927213487066,1
0,0,9.550920995060755,0,1,0,0.14278563666788469,0.7223735076327985,0.9694393756758783,1
0,0,4.9295650172236405,1,0,0,0.38943468007767323,0.07799386640940908,0.6932095422188678,1
1,0,3.897896098137975,0,1,0,0.9517024063905372,0.10613001930901944,0.07091619143856953,1
0,0,8.232016798243707,0,1,0,0.31972084933985423,0.4927813458649557,0.18936087579186278,1
